"SpecName","PalmTribe","accGenus","accSpecies","Acaulescent","Erect","MaxStemHeight_m","AverageFruitLength_cm"
"Calamus ornatus","Calameae","Calamus","ornatus",0,0,4.11087386417331,1.38629436111989
"Calamus orthostachyus","Calameae","Calamus","orthostachyus",0,0,NA,0.845868267577609
"Calamus ovoideus","Calameae","Calamus","ovoideus",0,0,4.61512051684126,0.955511445027436
"Calamus oxleyanus","Calameae","Calamus","oxleyanus",0,0,2.77258872223978,0.78845736036427
"Calamus oxycarpus","Calameae","Calamus","oxycarpus",0,1,1.38629436111989,1.38629436111989
"Calamus pachypus","Calameae","Calamus","pachypus",0,0,3.29583686600433,0.810930216216329
"Calamus pachystachys","Calameae","Calamus","pachystachys",0,0,NA,0.741937344729377
"Calamus pachystemonus","Calameae","Calamus","pachystemonus",0,0,2.77258872223978,0.405465108108164
"Calamus padangensis","Calameae","Calamus","padangensis",0,1,NA,NA
"Calamus palustris","Calameae","Calamus","palustris",0,0,3.43398720448515,0.916290731874155
"Calamus pandanosmus","Calameae","Calamus","pandanosmus",0,0,2.77258872223978,0.916290731874155
"Calamus papuanus","Calameae","Calamus","papuanus",0,0,2.77258872223978,NA
"Calamus parvulus","Calameae","Calamus","parvulus",0,0,2.39789527279837,NA
"Calamus paspalanthus","Calameae","Calamus","paspalanthus",0,0,3.04452243772342,1.0206507471984
"Calamus paucijugus","Calameae","Calamus","paucijugus",0,0,NA,NA
"Calamus paulii","Calameae","Calamus","paulii",0,1,0.693147180559945,0.587786664902119
"Calamus pedicellatus","Calameae","Calamus","pedicellatus",0,0,NA,NA
"Calamus penicillatus","Calameae","Calamus","penicillatus",0,0,3.71357206670431,NA
"Calamus peregrinus","Calameae","Calamus","peregrinus",0,0,3.71357206670431,1.09861228866811
"Calamus pholidostachys","Calameae","Calamus","pholidostachys",0,0,3.43398720448515,0.928219302739429
"Calamus pilosellus","Calameae","Calamus","pilosellus",0,0,2.39789527279837,0.53062825106217
"Calamus pilosissimus","Calameae","Calamus","pilosissimus",0,0,NA,NA
"Calamus pisicarpus","Calameae","Calamus","pisicarpus",0,0,NA,NA
"Calamus platyspathus","Calameae","Calamus","platyspathus",0,0,3.25809653802148,0.587786664902119
"Calamus plicatus","Calameae","Calamus","plicatus",0,0,NA,NA
"Calamus poensis","Calameae","Calamus","poensis",0,0,1.79175946922805,NA
"Calamus pogonacanthus","Calameae","Calamus","pogonacanthus",0,0,3.43398720448515,0.587786664902119
"Calamus poilanei","Calameae","Calamus","poilanei",0,0,5.01727983681492,1.09861228866811
"Calamus polycladus","Calameae","Calamus","polycladus",0,0,NA,NA
"Calamus polystachys","Calameae","Calamus","polystachys",0,0,NA,0.570979546585738
"Calamus praetermissus","Calameae","Calamus","praetermissus",0,0,3.25809653802148,0.765467842139571
"Calamus prasinus","Calameae","Calamus","prasinus",0,0,NA,NA
"Calamus prattianus","Calameae","Calamus","prattianus",0,0,NA,NA
"Calamus pseudofeanus","Calameae","Calamus","pseudofeanus",0,0,NA,0.916290731874155
"Calamus pseudomollis","Calameae","Calamus","pseudomollis",0,0,NA,NA
"Calamus pseudorivalis","Calameae","Calamus","pseudorivalis",0,0,3.43398720448515,0.916290731874155
"Calamus pseudotenuis","Calameae","Calamus","pseudotenuis",0,0,2.77258872223978,0.916290731874155
"Calamus pseudoulur","Calameae","Calamus","pseudoulur",0,0,3.04452243772342,1.16315080980568
"Calamus pseudozebrinus","Calameae","Calamus","pseudozebrinus",0,0,NA,NA
"Calamus psilocladus","Calameae","Calamus","psilocladus",0,0,1.79175946922805,0.587786664902119
"Calamus pulaiensis","Calameae","Calamus","pulaiensis",0,0,NA,NA
"Calamus pulcher","Calameae","Calamus","pulcher",0,0,NA,NA
"Calamus pycnocarpus","Calameae","Calamus","pycnocarpus",0,0,3.43398720448515,1.32042161696918
"Calamus pygmaeus","Calameae","Calamus","pygmaeus",1,0,0.262364264467491,0.559615787935423
"Calamus quinquenervius","Calameae","Calamus","quinquenervius",0,0,4.26267987704132,1.08180517035173
"Calamus radiatus","Calameae","Calamus","radiatus",0,0,1.79175946922805,0.78845736036427
"Calamus radicalis","Calameae","Calamus","radicalis",0,0,3.71357206670431,0.641853886172395
"Calamus radulosus","Calameae","Calamus","radulosus",0,0,2.77258872223978,NA
"Calamus ramulosus","Calameae","Calamus","ramulosus",0,0,NA,NA
"Calamus reinwardtii","Calameae","Calamus","reinwardtii",0,0,NA,NA
"Calamus renukae","Calameae","Calamus","renukae",0,0,3.25809653802148,1.09861228866811
"Calamus reticulatus","Calameae","Calamus","reticulatus",0,0,NA,NA
"Calamus reyesianus","Calameae","Calamus","reyesianus",0,0,NA,1.09861228866811
"Calamus rhabdocladus","Calameae","Calamus","rhabdocladus",0,0,3.71357206670431,0.8754687373539
"Calamus rheedei","Calameae","Calamus","rheedei",0,0,NA,1.16315080980568
"Calamus rhomboideus","Calameae","Calamus","rhomboideus",0,0,NA,1.23837423104327
"Calamus rhytidomus","Calameae","Calamus","rhytidomus",0,0,NA,0.916290731874155
"Calamus ridleyanus","Calameae","Calamus","ridleyanus",0,0,3.43398720448515,0.810930216216329
"Calamus robinsonianus","Calameae","Calamus","robinsonianus",0,0,NA,NA
"Calamus rotang","Calameae","Calamus","rotang",0,0,3.43398720448515,0.916290731874155
"Calamus rudentum","Calameae","Calamus","rudentum",0,0,4.33073334028633,1.09861228866811
"Calamus rugosus","Calameae","Calamus","rugosus",0,0,2.19722457733622,NA
"Calamus rumphii","Calameae","Calamus","rumphii",0,0,NA,NA
"Calamus ruvidus","Calameae","Calamus","ruvidus",0,0,3.25809653802148,NA
"Calamus sabalensis","Calameae","Calamus","sabalensis",1,0,0,0.641853886172395
"Calamus sabensis","Calameae","Calamus","sabensis",0,0,NA,NA
"Calamus salicifolius","Calameae","Calamus","salicifolius",0,1,1.09861228866811,0.693147180559945
"Calamus samian","Calameae","Calamus","samian",0,0,NA,NA
"Calamus sarawakensis","Calameae","Calamus","sarawakensis",0,0,3.43398720448515,0.832909122935104
"Calamus scabridulus","Calameae","Calamus","scabridulus",0,0,3.04452243772342,NA
"Calamus scabrispathus","Calameae","Calamus","scabrispathus",0,0,NA,NA
"Calamus schaeferianus","Calameae","Calamus","schaeferianus",0,0,NA,NA
"Calamus schistoacanthus","Calameae","Calamus","schistoacanthus",0,0,NA,0.832909122935104
"Calamus schlechterianus","Calameae","Calamus","schlechterianus",0,0,2.19722457733622,NA
"Calamus scipionum","Calameae","Calamus","scipionum",0,0,3.93182563272433,0.8754687373539
"Calamus scleracanthus","Calameae","Calamus","scleracanthus",0,0,NA,0.741937344729377
"Calamus sedens","Calameae","Calamus","sedens",1,0,1.09861228866811,0.587786664902119
"Calamus semierectus","Calameae","Calamus","semierectus",0,0,2.77258872223978,0.916290731874155
"Calamus semoi","Calameae","Calamus","semoi",0,0,3.04452243772342,1.02961941718116
"Calamus senalingensis","Calameae","Calamus","senalingensis",0,0,2.77258872223978,NA
"Calamus sepikensis","Calameae","Calamus","sepikensis",0,0,NA,NA
"Calamus seriatus","Calameae","Calamus","seriatus",0,0,2.39789527279837,NA
"Calamus serrulatus","Calameae","Calamus","serrulatus",0,0,NA,NA
"Calamus sessilifolius","Calameae","Calamus","sessilifolius",0,0,NA,NA
"Calamus setulosus","Calameae","Calamus","setulosus",0,0,NA,NA
"Calamus shendurunii","Calameae","Calamus","shendurunii",0,0,3.04452243772342,1.02961941718116
"Calamus siamensis","Calameae","Calamus","siamensis",0,0,3.25809653802148,0.587786664902119
"Calamus simplex","Calameae","Calamus","simplex",0,0,1.94591014905531,1.27815220250019
"Calamus simplicifolius","Calameae","Calamus","simplicifolius",0,0,3.93182563272433,1.38629436111989
"Calamus siphonospathus","Calameae","Calamus","siphonospathus",0,0,3.43398720448515,0.470003629245736
"Calamus solitarius","Calameae","Calamus","solitarius",0,0,3.93182563272433,0.587786664902119
"Calamus sordidus","Calameae","Calamus","sordidus",0,0,3.43398720448515,0.559615787935423
"Calamus speciosissimus","Calameae","Calamus","speciosissimus",0,0,3.25809653802148,0.693147180559945
"Calamus spectabilis","Calameae","Calamus","spectabilis",0,0,NA,NA
"Calamus spectatissimus","Calameae","Calamus","spectatissimus",0,0,3.04452243772342,1.09861228866811
"Calamus spicatus","Calameae","Calamus","spicatus",0,0,1.6094379124341,NA
"Calamus spinifolius","Calameae","Calamus","spinifolius",0,0,NA,NA
"Calamus spinulinervis","Calameae","Calamus","spinulinervis",0,0,NA,NA
"Calamus spiralis","Calameae","Calamus","spiralis",0,0,2.77258872223978,1.19392246847243
"Calamus stoloniferus","Calameae","Calamus","stoloniferus",0,0,NA,0.693147180559945
"Calamus suaveolens","Calameae","Calamus","suaveolens",0,0,2.39789527279837,0.587786664902119
"Calamus subinermis","Calameae","Calamus","subinermis",0,0,3.71357206670431,0.693147180559945
"Calamus sumbawensis","Calameae","Calamus","sumbawensis",0,0,NA,NA
"Calamus symphysipus","Calameae","Calamus","symphysipus",0,0,NA,0.559615787935423
"Calamus tanakadatei","Calameae","Calamus","tanakadatei",0,0,3.04452243772342,NA
"Calamus tapa","Calameae","Calamus","tapa",0,0,NA,NA
"Calamus temburongii","Calameae","Calamus","temburongii",1,0,0,0.405465108108164
"Calamus temii","Calameae","Calamus","temii",0,1,1.79175946922805,1.09861228866811
"Calamus tenompokensis","Calameae","Calamus","tenompokensis",1,0,1.09861228866811,0.587786664902119
"Calamus tenuis","Calameae","Calamus","tenuis",0,0,3.04452243772342,0.955511445027436
"Calamus tetradactyloides","Calameae","Calamus","tetradactyloides",0,0,1.79175946922805,0.916290731874155
"Calamus tetradactylus","Calameae","Calamus","tetradactylus",0,0,1.94591014905531,0.641853886172395
"Calamus thwaitesii","Calameae","Calamus","thwaitesii",0,0,3.93182563272433,1.25276296849537
"Calamus thysanolepis","Calameae","Calamus","thysanolepis",0,1,1.79175946922805,0.916290731874155
"Calamus timorensis","Calameae","Calamus","timorensis",0,0,NA,NA
"Calamus toli-toliensis","Calameae","Calamus","toli-toliensis",0,0,NA,NA
"Calamus tomentosus","Calameae","Calamus","tomentosus",0,0,3.04452243772342,1.25276296849537
"Calamus trachycoleus","Calameae","Calamus","trachycoleus",0,0,NA,NA
"Calamus travancoricus","Calameae","Calamus","travancoricus",0,0,2.77258872223978,0.693147180559945
"Calamus trispermus","Calameae","Calamus","trispermus",0,0,NA,0.955511445027436
"Calamus tumidus","Calameae","Calamus","tumidus",0,0,4.11087386417331,1.16315080980568
"Calamus ulur","Calameae","Calamus","ulur",0,0,2.39789527279837,NA
"Calamus unifarius","Calameae","Calamus","unifarius",0,0,3.04452243772342,0.916290731874155
"Calamus usitatus","Calameae","Calamus","usitatus",0,0,2.39789527279837,0.587786664902119
"Calamus vattayila","Calameae","Calamus","vattayila",0,0,3.43398720448515,1.25276296849537
"Calamus vestitus","Calameae","Calamus","vestitus",0,0,3.04452243772342,0.837247524533702
"Calamus vidalianus","Calameae","Calamus","vidalianus",0,0,NA,0.770108221696074
"Calamus viminalis","Calameae","Calamus","viminalis",0,0,3.58351893845611,0.693147180559945
"Calamus vinosus","Calameae","Calamus","vinosus",0,0,NA,NA
"Calamus viridispinus","Calameae","Calamus","viridispinus",0,2,2.77258872223978,0.667829372575655
"Calamus viridissimus","Calameae","Calamus","viridissimus",0,0,2.77258872223978,0.717839793150317
"Calamus vitiensis","Calameae","Calamus","vitiensis",0,1,2.77258872223978,0.741937344729377
"Calamus wailong","Calameae","Calamus","wailong",0,0,3.93182563272433,1.04731899428056
"Calamus walkeri","Calameae","Calamus","walkeri",0,0,2.77258872223978,0.78845736036427
"Calamus wanggaii","Calameae","Calamus","wanggaii",0,0,3.25809653802148,NA
"Calamus warburgii","Calameae","Calamus","warburgii",0,0,3.71357206670431,0.693147180559945
"Calamus wari-wariensis","Calameae","Calamus","wari-wariensis",0,0,NA,NA
"Calamus whitmorei","Calameae","Calamus","whitmorei",1,0,1.38629436111989,0.53062825106217
"Calamus wightii","Calameae","Calamus","wightii",0,0,3.43398720448515,1.02961941718116
"Calamus winklerianus","Calameae","Calamus","winklerianus",0,0,NA,NA
"Calamus wuliangshanensis","Calameae","Calamus","wuliangshanensis",0,0,2.77258872223978,1.30833281965018
"Calamus yentuensis","Calameae","Calamus","yentuensis",0,1,0.916290731874155,0.693147180559945
"Calamus zebrinus","Calameae","Calamus","zebrinus",0,0,3.58351893845611,0.765467842139571
"Calamus zeylanicus","Calameae","Calamus","zeylanicus",0,0,NA,NA
"Calamus zollingeri","Calameae","Calamus","zollingeri",0,0,NA,0.405465108108164
"Calamus zonatus","Calameae","Calamus","zonatus",0,0,2.39789527279837,0.587786664902119
"Calyptrocalyx albertisianus","Areceae","Calyptrocalyx","albertisianus",0,1,2.77258872223978,1.34807314829969
"Calyptrocalyx amoenus","Areceae","Calyptrocalyx","amoenus",0,1,1.79175946922805,0.741937344729377
"Calyptrocalyx arfakianus","Areceae","Calyptrocalyx","arfakianus",0,1,1.25276296849537,0.765467842139571
"Calyptrocalyx awa","Areceae","Calyptrocalyx","awa",0,1,1.38629436111989,0.741937344729377
"Calyptrocalyx caudiculatus","Areceae","Calyptrocalyx","caudiculatus",0,1,1.38629436111989,0.741937344729377
"Calyptrocalyx doxanthus","Areceae","Calyptrocalyx","doxanthus",0,1,1.09861228866811,0.832909122935104
"Calyptrocalyx elegans","Areceae","Calyptrocalyx","elegans",0,1,1.79175946922805,0.832909122935104
"Calyptrocalyx flabellatus","Areceae","Calyptrocalyx","flabellatus",0,1,1.38629436111989,0.765467842139571
"Calyptrocalyx forbesii","Areceae","Calyptrocalyx","forbesii",0,1,1.79175946922805,0.336472236621213
"Calyptrocalyx geonomiformis","Areceae","Calyptrocalyx","geonomiformis",0,1,1.09861228866811,0.693147180559945
"Calyptrocalyx hollrungii","Areceae","Calyptrocalyx","hollrungii",0,1,1.38629436111989,0.8754687373539
"Calyptrocalyx julianettii","Areceae","Calyptrocalyx","julianettii",0,1,1.09861228866811,0.78845736036427
"Calyptrocalyx lauterbachianus","Areceae","Calyptrocalyx","lauterbachianus",0,1,2.30258509299405,1.28093384546206
"Calyptrocalyx laxiflorus","Areceae","Calyptrocalyx","laxiflorus",0,1,0.0198026272961797,1.09861228866811
"Calyptrocalyx lepidotus","Areceae","Calyptrocalyx","lepidotus",0,1,2.39789527279837,0.615185639090233
"Calyptrocalyx leptostachys","Areceae","Calyptrocalyx","leptostachys",0,1,1.6094379124341,1.02961941718116
"Calyptrocalyx merrillianus","Areceae","Calyptrocalyx","merrillianus",0,1,1.6094379124341,1.06471073699243
"Calyptrocalyx micholitzii","Areceae","Calyptrocalyx","micholitzii",0,1,0.693147180559945,0.765467842139571
"Calyptrocalyx multifidus","Areceae","Calyptrocalyx","multifidus",0,1,1.09861228866811,0.832909122935104
"Calyptrocalyx pachystachys","Areceae","Calyptrocalyx","pachystachys",0,1,1.79175946922805,0.993251773010283
"Calyptrocalyx pauciflorus","Areceae","Calyptrocalyx","pauciflorus",0,1,1.09861228866811,0.832909122935104
"Calyptrocalyx polyphyllus","Areceae","Calyptrocalyx","polyphyllus",0,1,1.6094379124341,0.693147180559945
"Calyptrocalyx pusillus","Areceae","Calyptrocalyx","pusillus",0,1,0.693147180559945,0.667829372575655
"Calyptrocalyx sessiliflorus","Areceae","Calyptrocalyx","sessiliflorus",0,1,1.38629436111989,0.641853886172395
"Calyptrocalyx spicatus","Areceae","Calyptrocalyx","spicatus",0,1,2.70805020110221,1.79175946922805
"Calyptrocalyx yamutumene","Areceae","Calyptrocalyx","yamutumene",0,1,1.25276296849537,0.993251773010283
"Calyptrogyne allenii","Geonomateae","Calyptrogyne","allenii",0,1,1.25276296849537,0.765467842139571
"Calyptrogyne anomala","Geonomateae","Calyptrogyne","anomala",1,0,0.405465108108164,0.732367893713227
"Calyptrogyne baudensis","Geonomateae","Calyptrogyne","baudensis",0,1,1.43508452528932,0.985816794522765
"Calyptrogyne coloradensis","Geonomateae","Calyptrogyne","coloradensis",0,1,NA,NA
"Calyptrogyne condensata","Geonomateae","Calyptrogyne","condensata",1,0,0,0.810930216216329
"Calyptrogyne costatifrons","Geonomateae","Calyptrogyne","costatifrons",0,1,1.86097453824953,0.940007258491471
"Calyptrogyne deneversii","Geonomateae","Calyptrogyne","deneversii",0,1,0.693147180559945,0.694646056683681
"Calyptrogyne fortunensis","Geonomateae","Calyptrogyne","fortunensis",0,1,0.693147180559945,NA
"Calyptrogyne ghiesbreghtiana","Geonomateae","Calyptrogyne","ghiesbreghtiana",1,0,1.79175946922805,0.770108221696074
"Calyptrogyne herrerae","Geonomateae","Calyptrogyne","herrerae",0,1,NA,NA
"Calyptrogyne kunorum","Geonomateae","Calyptrogyne","kunorum",0,1,1.01160091167848,1.12167756159911
"Calyptrogyne osensis","Geonomateae","Calyptrogyne","osensis",0,1,0.405465108108164,1.01160091167848
"Calyptrogyne panamensis","Geonomateae","Calyptrogyne","panamensis",0,1,0.693147180559945,0.751416088683921
"Calyptrogyne pubescens","Geonomateae","Calyptrogyne","pubescens",1,0,0,0.797507195884188
"Calyptrogyne sanblasensis","Geonomateae","Calyptrogyne","sanblasensis",0,1,0.993251773010283,0.717839793150317
"Calyptrogyne trichostachys","Geonomateae","Calyptrogyne","trichostachys",1,0,0.693147180559945,0.683096844706444
"Calyptrogyne tutensis","Geonomateae","Calyptrogyne","tutensis",0,1,0.53062825106217,0.854415328156068
"Calyptronoma occidentalis","Geonomateae","Calyptronoma","occidentalis",0,1,2.56494935746154,0.824175442966349
"Calyptronoma plumeriana","Geonomateae","Calyptronoma","plumeriana",0,1,2.39789527279837,1.25276296849537
"Calyptronoma rivalis","Geonomateae","Calyptronoma","rivalis",0,1,2.77258872223978,0.457424847038875
"Carpentaria acuminata","Areceae","Carpentaria","acuminata",0,1,3.43398720448515,1.09861228866811
"Carpoxylon macrospermum","Areceae","Carpoxylon","macrospermum",0,1,3.25809653802148,1.94591014905531
"Caryota albertii","Caryoteae","Caryota","albertii",0,1,NA,1.32175583998232
"Caryota angustifolia","Caryoteae","Caryota","angustifolia",0,1,3.43398720448515,1.01160091167848
"Caryota cumingii","Caryoteae","Caryota","cumingii",0,1,3.04452243772342,0.916290731874155
"Caryota kiriwongensis","Caryoteae","Caryota","kiriwongensis",0,1,3.58351893845611,1.45861502269952
"Caryota maxima","Caryoteae","Caryota","maxima",0,1,3.52636052461616,1.1314021114911
"Caryota mitis","Caryoteae","Caryota","mitis",0,1,2.39789527279837,0.8754687373539
"Caryota monostachya","Caryoteae","Caryota","monostachya",0,1,1.38629436111989,1.50407739677627
"Caryota no","Caryoteae","Caryota","no",0,1,3.04452243772342,1.16315080980568
"Caryota obtusa","Caryoteae","Caryota","obtusa",0,1,3.71357206670431,1.43508452528932
"Caryota ophiopellis","Caryoteae","Caryota","ophiopellis",0,1,2.19722457733622,0.8754687373539
"Caryota rumphiana","Caryoteae","Caryota","rumphiana",0,1,3.04452243772342,1.16315080980568
"Caryota sympetala","Caryoteae","Caryota","sympetala",0,1,1.94591014905531,1.38629436111989
"Caryota urens","Caryoteae","Caryota","urens",0,1,3.04452243772342,1.09861228866811
"Caryota zebrina","Caryoteae","Caryota","zebrina",0,1,3.04452243772342,1.25276296849537
"Ceratolobus concolor","Calameae","Ceratolobus","concolor",0,0,2.77258872223978,1.09861228866811
"Ceratolobus discolor","Calameae","Ceratolobus","discolor",0,0,3.04452243772342,1.1314021114911
"Ceratolobus glaucescens","Calameae","Ceratolobus","glaucescens",0,0,2.39789527279837,0.78845736036427
"Ceratolobus kingianus","Calameae","Ceratolobus","kingianus",0,0,2.77258872223978,0.741937344729377
"Ceratolobus pseudoconcolor","Calameae","Ceratolobus","pseudoconcolor",0,0,2.39789527279837,0.8754687373539
"Ceratolobus subangulatus","Calameae","Ceratolobus","subangulatus",0,0,3.04452243772342,1.01160091167848
"Ceroxylon alpinum","Ceroxyleae","Ceroxylon","alpinum",0,1,3.09104245335832,1.02961941718116
"Ceroxylon amazonicum","Ceroxyleae","Ceroxylon","amazonicum",0,1,2.56494935746154,1.04731899428056
"Ceroxylon ceriferum","Ceroxyleae","Ceroxylon","ceriferum",0,1,3.25809653802148,0.974559639998131
"Ceroxylon echinulatum","Ceroxyleae","Ceroxylon","echinulatum",0,1,3.04452243772342,1.09861228866811
"Ceroxylon parvifrons","Ceroxyleae","Ceroxylon","parvifrons",0,1,2.77258872223978,1.09861228866811
"Ceroxylon parvum","Ceroxyleae","Ceroxylon","parvum",0,1,2.39789527279837,0.916290731874155
"Ceroxylon peruvianum","Ceroxyleae","Ceroxylon","peruvianum",0,1,2.56494935746154,1.14740245283754
"Ceroxylon pityrophyllum","Ceroxyleae","Ceroxylon","pityrophyllum",0,1,3.13549421592915,1.06471073699243
"Ceroxylon quindiuense","Ceroxyleae","Ceroxylon","quindiuense",0,1,4.12713438504509,1.02961941718116
"Ceroxylon sasaimae","Ceroxyleae","Ceroxylon","sasaimae",0,1,2.77258872223978,0.974559639998131
"Ceroxylon ventricosum","Ceroxyleae","Ceroxylon","ventricosum",0,1,3.58351893845611,0.974559639998131
"Ceroxylon vogelianum","Ceroxyleae","Ceroxylon","vogelianum",0,1,2.89037175789616,0.974559639998131
"Chamaedorea adscendens","Chamaedoreeae","Chamaedorea","adscendens",0,1,1.25276296849537,0.587786664902119
"Chamaedorea allenii","Chamaedoreeae","Chamaedorea","allenii",0,1,1.09861228866811,0.885831524389447
"Chamaedorea alternans","Chamaedoreeae","Chamaedorea","alternans",0,1,1.94591014905531,1.09861228866811
"Chamaedorea amabilis","Chamaedoreeae","Chamaedorea","amabilis",0,1,1.09861228866811,0.78845736036427
"Chamaedorea anemophila","Chamaedoreeae","Chamaedorea","anemophila",0,1,1.6094379124341,0.741937344729377
"Chamaedorea angustisecta","Chamaedoreeae","Chamaedorea","angustisecta",0,1,1.6094379124341,0.936093359170335
"Chamaedorea arenbergiana","Chamaedoreeae","Chamaedorea","arenbergiana",0,1,1.6094379124341,0.78845736036427
"Chamaedorea atrovirens","Chamaedoreeae","Chamaedorea","atrovirens",0,1,1.09861228866811,NA
"Chamaedorea benziei","Chamaedoreeae","Chamaedorea","benziei",0,1,1.79175946922805,NA
"Chamaedorea binderi","Chamaedoreeae","Chamaedorea","binderi",1,0,0.405465108108164,0.53062825106217
"Chamaedorea brachyclada","Chamaedoreeae","Chamaedorea","brachyclada",0,1,0,0.336472236621213
"Chamaedorea brachypoda","Chamaedoreeae","Chamaedorea","brachypoda",0,1,1.25276296849537,0.559615787935423
"Chamaedorea carchensis","Chamaedoreeae","Chamaedorea","carchensis",0,1,1.79175946922805,0.693147180559945
"Chamaedorea castillo-montii","Chamaedoreeae","Chamaedorea","castillo-montii",0,1,0.405465108108164,0.832909122935104
"Chamaedorea cataractarum","Chamaedoreeae","Chamaedorea","cataractarum",0,1,1.09861228866811,0.693147180559945
"Chamaedorea christinae","Chamaedoreeae","Chamaedorea","christinae",0,1,1.6094379124341,0.916290731874155
"Chamaedorea correae","Chamaedoreeae","Chamaedorea","correae",0,1,0.693147180559945,0.500775287912489
"Chamaedorea costaricana","Chamaedoreeae","Chamaedorea","costaricana",0,1,2.19722457733622,0.810930216216329
"Chamaedorea crucensis","Chamaedoreeae","Chamaedorea","crucensis",0,1,1.09861228866811,0.832909122935104
"Chamaedorea dammeriana","Chamaedoreeae","Chamaedorea","dammeriana",0,1,0.693147180559945,0.765467842139571
"Chamaedorea deckeriana","Chamaedoreeae","Chamaedorea","deckeriana",0,1,1.09861228866811,0.810930216216329
"Chamaedorea deneversiana","Chamaedoreeae","Chamaedorea","deneversiana",0,1,1.09861228866811,0.559615787935423
"Chamaedorea elatior","Chamaedoreeae","Chamaedorea","elatior",0,2,3.04452243772342,0.916290731874155
"Chamaedorea elegans","Chamaedoreeae","Chamaedorea","elegans",0,1,1.09861228866811,0.438254930931155
"Chamaedorea ernesti-augusti","Chamaedoreeae","Chamaedorea","ernesti-augusti",0,1,1.09861228866811,0.810930216216329
"Chamaedorea falcifera","Chamaedoreeae","Chamaedorea","falcifera",0,1,1.94591014905531,0.8754687373539
"Chamaedorea foveata","Chamaedoreeae","Chamaedorea","foveata",0,1,1.25276296849537,NA
"Chamaedorea fractiflexa","Chamaedoreeae","Chamaedorea","fractiflexa",0,1,0.693147180559945,0.559615787935423
"Chamaedorea fragrans","Chamaedoreeae","Chamaedorea","fragrans",0,1,1.6094379124341,0.78845736036427
"Chamaedorea frondosa","Chamaedoreeae","Chamaedorea","frondosa",0,1,0.53062825106217,0.438254930931155
"Chamaedorea geonomiformis","Chamaedoreeae","Chamaedorea","geonomiformis",0,1,1.09861228866811,0.641853886172395
"Chamaedorea glaucifolia","Chamaedoreeae","Chamaedorea","glaucifolia",0,1,1.6094379124341,0.587786664902119
"Chamaedorea graminifolia","Chamaedoreeae","Chamaedorea","graminifolia",0,1,1.38629436111989,0.587786664902119
"Chamaedorea guntheriana","Chamaedoreeae","Chamaedorea","guntheriana",0,1,1.38629436111989,0.470003629245736
"Chamaedorea hodelii","Chamaedoreeae","Chamaedorea","hodelii",0,1,1.09861228866811,0.717839793150317
"Chamaedorea hooperiana","Chamaedoreeae","Chamaedorea","hooperiana",0,1,1.6094379124341,0.559615787935423
"Chamaedorea ibarrae","Chamaedoreeae","Chamaedorea","ibarrae",0,1,0.262364264467491,0.641853886172395
"Chamaedorea incrustata","Chamaedoreeae","Chamaedorea","incrustata",0,1,1.94591014905531,0.641853886172395
"Chamaedorea keelerorum","Chamaedoreeae","Chamaedorea","keelerorum",0,1,1.6094379124341,0.641853886172395
"Chamaedorea klotzschiana","Chamaedoreeae","Chamaedorea","klotzschiana",0,1,1.6094379124341,0.717839793150317
"Chamaedorea lehmannii","Chamaedoreeae","Chamaedorea","lehmannii",0,1,1.09861228866811,0.500775287912489
"Chamaedorea liebmannii","Chamaedoreeae","Chamaedorea","liebmannii",0,1,1.6094379124341,0.693147180559945
"Chamaedorea linearis","Chamaedoreeae","Chamaedorea","linearis",0,1,2.39789527279837,0.974559639998131
"Chamaedorea lucidifrons","Chamaedoreeae","Chamaedorea","lucidifrons",0,1,1.09861228866811,0.438254930931155
"Chamaedorea macrospadix","Chamaedoreeae","Chamaedorea","macrospadix",0,1,1.38629436111989,0.615185639090233
"Chamaedorea matae","Chamaedoreeae","Chamaedorea","matae",0,1,1.38629436111989,0.559615787935423
"Chamaedorea metallica","Chamaedoreeae","Chamaedorea","metallica",0,1,1.38629436111989,0.741937344729377
"Chamaedorea microphylla","Chamaedoreeae","Chamaedorea","microphylla",0,1,0.693147180559945,0.470003629245736
"Chamaedorea microspadix","Chamaedoreeae","Chamaedorea","microspadix",0,1,1.38629436111989,0.693147180559945
"Chamaedorea moliniana","Chamaedoreeae","Chamaedorea","moliniana",0,1,1.38629436111989,0.693147180559945
"Chamaedorea nationsiana","Chamaedoreeae","Chamaedorea","nationsiana",0,1,1.25276296849537,0.810930216216329
"Chamaedorea neurochlamys","Chamaedoreeae","Chamaedorea","neurochlamys",0,1,1.70474809223843,0.693147180559945
"Chamaedorea nubium","Chamaedoreeae","Chamaedorea","nubium",0,1,1.38629436111989,0.78845736036427
"Chamaedorea oblongata","Chamaedoreeae","Chamaedorea","oblongata",0,1,1.38629436111989,0.741937344729377
"Chamaedorea oreophila","Chamaedoreeae","Chamaedorea","oreophila",0,1,1.38629436111989,0.667829372575655
"Chamaedorea pachecoana","Chamaedoreeae","Chamaedorea","pachecoana",0,1,0.262364264467491,0.693147180559945
"Chamaedorea palmeriana","Chamaedoreeae","Chamaedorea","palmeriana",0,1,0.693147180559945,0.78845736036427
"Chamaedorea parvifolia","Chamaedoreeae","Chamaedorea","parvifolia",0,1,1.09861228866811,NA
"Chamaedorea parvisecta","Chamaedoreeae","Chamaedorea","parvisecta",0,1,1.09861228866811,0.693147180559945
