referenceKey,FinalRelevance,Year,Author,Title,Journal,DOI
8AWR4XA6,NO,2004,"Fleury, M.; Galetti, M.",Effects of Microhabitat On Palm Seed Predation in Two Forest Fragments in Southeast Brazil,Acta Oecologica-International Journal of Ecology,10.1016/j.actao.2004.04.003
BAWZFUV5,NO,2004,"Jansen, P. A.; Bongers, F.; Hemerik, L.",Seed Mass and Mast Seeding Enhance Dispersal by A Neotropical Scatter-hoarding Rodent,Ecological Monographs,10.1890/03-4042
VRUFM2J4,NO,2004,"Farris-Lopez, K.; Denslow, J. S.; Moser, B.; Passmore, H.","Influence of A Common Palm, Oenocarpus Mapora, On Seedling Establishment in A Tropical Moist Forest in Panama",Journal of Tropical Ecology,10.1017/S0266467404001531
S7RI9WGA,NO,2004,"von Allmen, C.; Morellato, L. P. C.; Pizo, M. A.",Seed Predation Under High Seed Density Condition: the Palm Euterpe Edulis in the Brazilian Atlantic Forest,Journal of Tropical Ecology,10.1017/S0266467404001348
6QA5NJP3,NO,2004,"Wyatt, J. L.; Silman, M. R.",Distance-dependence in Two Amazonian Palms: Effects of Spatial and Temporal Variation in Seed Predator Communities,Oecologia,10.1007/s00442-004-1554-y
M9J7XTPX,NO,2004,"Adin, A.; Weber, J. C.; Sotelo Montes, C.; Vidaurre, H.; Vosman, B.; Smulders, M. J. M.",Genetic Differentiation and Trade Among Populations of Peach Palm (bactris Gasipaes Kunth) in the Peruvian Amazon - Implications for  Genetic Resource Management,Theoretical and Applied Genetics,10.1007/s00122-003-1581-9
3D8ECHAV,NO,2003,"Souza, A. F.; Martins, F. R.",Spatial Distribution of An Undergrowth Palm in Fragments of the Brazilian Atlantic Forest,Plant Ecology,10.1023/A:1021229832634
82WHARFU,NO,2003,"Dominy, N. J.; Svenning, J. C.; Li, W. H.",Historical Contingency in the Evolution of Primate Color Vision,Journal of Human Evolution,10.1016/S0047-2484(02)00167-7
IDDVNQUC,NO,2003,"Vieira, E. M.; Pizo, M. A.; Izar, P.",Fruit and Seed Exploitation by Small Rodents of the Brazilian Atlantic Forest,Mammalia,
345IV23T,NO,2002,"Silvius, K. M.",Spatio-temporal Patterns of Palm Endocarp Use by Three Amazonian Forest Mammals: Granivory Or 'grubivory'?,Journal of Tropical Ecology,10.1017/S02664674002468
VPFH6SQM,NO,2002,"Mangan, S. A.; Adler, G. H.",Seasonal Dispersal of Arbuscular Mycorrhizal Fungi by Spiny Rats in A Neotropical Forest,Oecologia,10.1007/s00422-002-0907-7
FZAWGB4X,NO,2002,"Zent, E. L.; Zent, S.","Environmental Impacts Generating Biodiversity: Ecological Behaviors of the Hoti of the Maigualida Mountain Range, Venezuelan Amazon",Interciencia,
47NQ8UX9,NO,2002,"Edwards, P. J.; Kollmann, J.; Fleischmann, K.",Life History Evolution in Lodoicea Maldivica (arecaceae),Nordic Journal of Botany,10.1111/j.1756-1051.2002.tb01371.x
CG8U2QGM,NO,2001,"Svenning, J. C.",On the Role of Microenvironmental Heterogeneity in the Ecology and Diversification of Neotropical Rain-forest Palms (arecaceae),Botanical Review,10.1007/BF02857848
QTWX23P5,NO,2001,"Svenning, J. C.","Environmental Heterogeneity, Recruitment Limitation and the Mesoscale Distribution of Palms in A Tropical Montane Rain Forest (maquipucuna, Ecuador)",Journal of Tropical Ecology,10.1017/S0266467401001067
JGKMDEU8,NO,2000,"Fragoso, J. M. V.; Huffman, J. M.","Seed-dispersal and Seedling Recruitment Patterns by the Last Neotropical Megafaunal Element in Amazonia, the Tapir",Journal of Tropical Ecology,10.1017/S0266467400001462
TMN6ETSV,NO,2000,"Harms, K. E.; Dalling, J. W.",A Bruchid Beetle and A Viable Seedling From A Single Diaspore of Attalea Butyracea,Journal of Tropical Ecology,10.1017/S0266467400001425
XDCT8F3W,NO,2000,"Wright, S. J.; Zeballos, H.; Dominguez, I.; Gallardo, M. M.; Moreno, M. C.; Ibanez, R.","Poachers Alter Mammal Abundance, Seed Dispersal, and Seed Predation in A Neotropical Forest",Conservation Biology,10.1046/j.1523-1739.2000.98333.x
DCJ69WEH,NO,2000,"Ruokolainen, Kalle; Vormisto, Jaana",The Most Widespread Amazonian Palms Tend To Be Tall and Habitat Generalists,Basic and Applied Ecology,10.1078/1439-1791-00020
PZKHXSID,NO,2000,"dos Reis, M. S.; Fantini, A. C.; Nodari, R. O.; Reis, A.; Guerra, M. P.; Mantovani, A.",Management and Conservation of Natural Populations in Atlantic Rain Forest: the Case Study of Palm Heart (euterpe Edulis Martius),Biotropica,10.1646/0006-3606(2000)032[0894:MACONP]2.0.CO;2
DQTQISRJ,NO,1999,"Barot, S.; Gignoux, J.; Menaut, J. C.",Demography of A Savanna Palm Tree: Predictions From Comprehensive Spatial Pattern Analyses,Ecology,10.1890/0012-9658(1999)080[1987:DOASPT]2.0.CO;2
AA4SAJ67,NO,1999,"Barot, S.; Gignoux, J.; Menaut, J. C.","Seed Shadows, Survival and Recruitment: How Simple Mechanisms Lead To Dynamics of Population Recruitment Curves",Oikos,10.2307/3546449
U8H3TKTB,NO,1998,"Birkinshaw, C. R.; Colquhoun, I. C.",Pollination of Ravenala Madagascariensis and Parkia Madagascariensis by Eulemur Macaco in Madagascar,Folia Primatologica,10.1159/000021634
RSPNIGWG,NO,1997,"Parrotta, J. A.; Knowles, O. H.; Wunderle, J. M.",Development of Floristic Diversity in 10-year-old Restoration Forests On A Bauxite Mined Site in Amazonia,Forest Ecology and Management,10.1016/S0378-1127(97)00192-8
T9U3M323,NO,1997,"Cunningham, S. A.",Predator Control of Seed Production by A Rain Forest Understory Palm,Oikos,10.2307/3546012
GG6K9FCJ,NO,1997,"Kuchmeister, H.; SilberbauerGottsberger, I.; Gottsberger, G.","Flowering, Pollination, Nectar Standing Crop, and Nectaries of Euterpe Precatoria (arecaceae), An Amazonian Rain Forest Palm",Plant Systematics and Evolution,10.1007/BF00987942
CC6JMXIB,NO,1996,"Moegenburg, S. M.","Sabal Palmetto Seed Size: Causes of Variation, Choices of Predators, and Consequences for  Seedlings",Oecologia,10.1007/BF00329713
5EI39XJZ,NO,2011,"Salvande, Miguel; Figueroa, Javier A.; Armesto, Juan J.","Quantity Component of the Effectiveness of Seed Dispersal by Birds in the Temperate Rainforest of Chiloe, Chile",Bosque,10.4067/S0717-92002011000100005
5QNDEVUD,NO,2006,"Pan, Aaron D.; Jacobs, Bonnie F.; Dransfield, John; Baker, William J.",The Fossil History of Palms (arecaceae) in Africa and New Records From the Late Oligocene (28-27 Mya) of North-western Ethiopia,Botanical Journal of the Linnean Society,10.1111/j.1095-8339.2006.00523.x
IU7MQJUG,NO,2010,"Bonnefille, Raymonde","Cenozoic Vegetation, Climate Changes and Hominid Evolution in Tropical Africa",Global and Planetary Change,
VECT3KQX,NO,2015,"Zungu, Manqoba M.; Downs, Colleen T.",Effects of Tannins On Fruit Selection in Three Southern African Frugivorous Birds,Behavioural Processes,10.1016/j.beproc.2014.12.003
QZ4J6HTX,NO,2005,"Zanne, A. E.; Chapman, C. A.; Kitajima, K.",Evolutionary and Ecological Correlates of Early Seedling Morphology in East African Trees and Shrubs,American Journal of Botany,10.3732/ajb.92.6.972
UNCHQ69Z,NO,1995,"Yumoto, T.; Maruhashi, T.","Seed-dispersal by Elephants in A Tropical Rain Forest in Kahuzi-biega National Park, Zaire",Biotropica,10.2307/2388968
T84HUKS9,NO,2010,"Wright, S. Joseph",The Future of Tropical Forests,Year in Ecology and Conservation Biology 2010,
RS4I9QXC,NO,2003,"Wright, S. J.",The Myriad Consequences of Hunting for  Vertebrates and Plants in Tropical Forests,Perspectives in Plant Ecology Evolution and Systematics,10.1078/1433-8319-00043
NA3GJSSV,NO,2005,"Wright, S. J.; Muller-Landau, H. C.; Calderon, O.; Hernandez, A.",Annual and Spatial Variation in Seedfall and Seedling Recruitment in A Neotropical Forest,Ecology,10.1890/03-0750
59NCB8MW,NO,2013,"Wolowski, Marina; Ashman, Tia-Lynn; Freitas, Leandro",Community-wide Assessment of Pollen Limitation in Hummingbird-pollinated Plants of A Tropical Montane Rain Forest,Annals of Botany,10.1093/aob/mct140
89CT4JMF,NO,2000,"Woldu, Z.; Saleem, M. A. M.",Grazing Induced Biodiversity in the Highland Ecozone of East Africa,Agriculture Ecosystems & Environment,10.1016/S0167-8809(99)00141-3
6J6IPUIX,NO,2004,"Witt, A. B. R.; Geertsema, H.; Giliomee, J. H.","The Impact of An Invasive Ant, Linepithema Humile (mayr) (hymenoptera : Formicidae), On the Dispersal of the Elaiosome-bearing Seeds of Six Plant Species",African Entomology,
ME9938I6,NO,2001,"Wirminghaus, J. O.; Downs, C. T.; Symes, C. T.; Perrin, M. R.","Fruiting in Two Afromontane Forests in Kwazulu-natal, South Africa: the Habitat Type of the Endangered Cape Parrot Poicephalus Robustus",South African Journal of Botany,
G4IMNK27,NO,2001,"Winkler, H.; Preleuthner, M.",Behaviour and Ecology of Birds in Tropical Rain Forest Canopies,Plant Ecology,10.1023/A:1017595321548
FRWJKQXP,NO,2012,"Wilson, Amy-Leigh; Downs, Colleen T.","Food Intake Rates, Assimilation Efficiency, and Transit Times of Knysna (tauraco Corythaix) Turacos Fed South African Indigenous Fruit",Journal of Ornithology,10.1007/s10336-011-0741-y
RG6HHMZQ,NO,2011,"Wilson, Amy-Leigh; Downs, Colleen T.",Food Preferences of Knysna and Purple-crested Turacos Fed Varying Concentrations of Equicaloric and Equimolar Artificial Fruit,Journal of Experimental Biology,10.1242/jeb.047217
6TF3B2DI,NO,2011,"Wilson, Amy-Leigh; Downs, Colleen T.",Digestive Efficiency of Knysna and Purple-crested Turacos Fed Varying Concentrations of Equicaloric and Equimolar Artificial Fruit,Journal of Experimental Biology,10.1242/jeb.047209
TECG4FPU,NO,2011,"Wilson, Amy-Leigh; Downs, Colleen T.",The Effect of Seed Packaging On Digestion and Food Preference by Purple-crested (gallirex Porphyreolophus) and Knysna (tauraco Corythaix) Turacos,Journal of Ornithology,10.1007/s10336-010-0564-2
5X684R3E,NO,2012,"Wilson, A.-L.; Downs, C. T.",Knysna Turacos (tauraco Corythaix) Do Not Improve Seed Germination of Ingested Fruit of Some Indigenous South African Tree Species,South African Journal of Botany,10.1016/j.sajb.2011.05.006
J4XT23UD,NO,2012,"Wilson, A.-L.; Downs, C. T.",Fruit Nutritional Composition and Non-nutritive Traits of Indigenous South African Tree Species,South African Journal of Botany,10.1016/j.sajb.2011.04.008
URDAMT9R,NO,2014,"Wilman, V.; Campbell, E. E.; Potts, A. J.; Cowling, R. M.",A Mismatch Between Germination Requirements and Environmental Conditions: Niche Conservatism in Xeric Subtropical Thicket Canopy Species?,South African Journal of Botany,10.1016/j.sajb.2013.12.007
HMU7WUDF,NO,2007,"Willig, Michael R.; Presley, Steven J.; Bloch, Christopher P.; Hice, Christine L.; Yanoviak, Stephen P.; Diaz, M. Monica; Chauca, Lily Arias; Pacheco, Victor; Weaver, Scott C.",Phyllostomid Bats of Lowland Amazonia: Effects of Habitat Alteration On Abundance,Biotropica,10.1111/j.1744-7429.2007.00322.x
AXBKDJF4,NO,2010,"Wiederholt, Ruscena; Fernandez-Duque, Eduardo; Diefenbach, Duane R.; Rudran, Rasanayagam",Modeling the Impacts of Hunting On the Population Dynamics of Red Howler Monkeys (alouatta Seniculus),Ecological Modelling,10.1016/j.ecolmodel.2010.06.026
WXJ4W8UI,NO,2000,"Westcott, D. A.; Graham, D. L.",Patterns of Movement and Seed Dispersal of A Tropical Frugivore,Oecologia,10.1007/PL00008853
HKKUSFTK,NO,1998,"Wenny, D. G.; Levey, D. J.",Directed Seed Dispersal by Bellbirds in A Tropical Cloud Forest,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.95.11.6204
BXCG6WMU,NO,2011,"Wenny, Daniel G.; DeVault, Travis L.; Johnson, Matthew D.; Kelly, Dave; Sekercioglu, Cagan H.; Tomback, Diana F.; Whelan, Christopher J.",The Need To Quantify Ecosystem Services Provided by Birds,Auk,10.1525/auk.2011.10248
BW9WC6JS,NO,2003,"Wehncke, E. V.; Hubbell, S. P.; Foster, R. B.; Dalling, J. W.",Seed Dispersal Patterns Produced by White-faced Monkeys: Implications for  the Dispersal Limitation of Neotropical Tree Species,Journal of Ecology,10.1046/j.1365-2745.2003.00798.x
3JFMTNNN,NO,2007,"Wehncke, Elisabet V.; Dominguez, Cesar A.","Seed Dispersal Ecology of Non-restricted Frugivores, Capuchin Monkeys in Three Neotropical Forests",Journal of Tropical Ecology,10.1017/S0266467407004257
SP3SHGIJ,NO,2001,"Webb, C. O.; Peart, D. R.",High Seed Dispersal Rates in Faunally Intact Tropical Rain Forest: Theoretical and Conservation Implications,Ecology Letters,10.1046/j.1461-0248.2001.00252.x
D4NAI6WA,NO,2002,"Wang, B. C.; Smith, T. B.",Closing the Seed Dispersal Loop,Trends in Ecology & Evolution,10.1016/S0169-5347(02)02541-7
KUQH9DJX,NO,2007,"Walker, Jonathan S.",Geographical Patterns of Threat Among Pigeons and Doves (columbidae),Oryx,
E8EBXXU6,NO,2006,"Vulinec, Kevina; Lambert, Joanna E.; Mellow, David J.",Primate and Dung Beetle Communities in Secondary Growth Rain Forests: Implications for  Conservation of Seed Dispersal Systems,International Journal of Primatology,10.1007/s10764-006-9027-2
2JSU8SG4,NO,2004,"Voigt, F. A.; Bleher, B.; Fietz, J.; Ganzhorn, J. U.; Schwab, D.; Bohning-Gaese, K.",A Comparison of Morphological and Chemical Fruit Traits Between Two Sites With Different Frugivore Assemblages,Oecologia,10.1007/s00442-004-1654-8
8WN22X74,NO,2012,"Voigt, Christian C.; Voigt-Heucke, Silke L.; Kretzschmar, Antje S.",Isotopic Evidence for  Seed Transfer From Successional Areas Into Forests by Short-tailed Fruit Bats (carollia Spp.; Phyllostomidae),Journal of Tropical Ecology,10.1017/S0266467411000666
II26ER9B,NO,2015,"Vleut, Ivar; Levy-Tacher, Samuel I.; Galindo-Gonzalez, Jorge; de Boer, Willem F.","Positive Effects of Surrounding Rainforest On Composition, Diversity and Late-successional Seed Dispersal by Bats",Basic and Applied Ecology,10.1016/j.baae.2015.02.001
BFBRDUAB,NO,2013,"Vleut, Ivar; Israel Levy-Tacher, Samuel; de Boer, Willem Frederik; Galindo-Gonzalez, Jorge; Vazquez, Luis-Bernardo","Tropical Secondary Forest Management Influences Frugivorous Bat Composition, Abundance and Fruit Consumption in Chiapas, Mexico",Plos One,10.1371/journal.pone.0077584
N66MHQ2T,NO,1999,"Vieira, E. M.; Izar, P.",Interactions Between Aroids and Arboreal Mammals in the Brazilian Atlantic Rainforest,Plant Ecology,10.1023/A:1009859810148
795QX97G,NO,2012,"Velho, Nandini; Isvaran, Kavita; Datta, Aparajita","Rodent Seed Predation: Effects On Seed Survival, Recruitment, Abundance, and Dispersion of Bird-dispersed Tropical Trees",Oecologia,10.1007/s00442-012-2252-9
WM594DNV,NO,2013,"Vargas, Ivonne N.; Stevenson, Pablo R.",Seed and Establishment Limitation: Effects On Plant Diversity in An Amazonian Rain Forest,Biotropica,10.1111/btp.12063
UJNHBETQ,NO,2010,"Vanthomme, Hadrien; Belle, Boris; Forget, Pierre-Michel",Bushmeat Hunting Alters Recruitment of Large-seeded Plant Species in Central Africa,Biotropica,10.1111/j.1744-7429.2010.00630.x
G93VZA8H,NO,2005,"Vander Wall, S. B.; Kuhn, K. M.; Beck, M. J.","Seed Removal, Seed Predation, and Secondary Dispersal",Ecology,10.1890/04-0847
WBTQIJNW,NO,2010,"Valenta, Kim; Fedigan, Linda M.",Spatial Patterns of Seed Dispersal by White-faced Capuchins in Costa Rica: Evaluating Distant-dependent Seed Mortality,Biotropica,10.1111/j.1744-7429.2009.00551.x
PR97BIQN,NO,2011,"Uriarte, Maria; Anciaes, Marina; da Silva, Mariana T. B.; Rubim, Paulo; Johnson, Erik; Bruna, Emilio M.",Disentangling the Drivers of Reduced Long-distance Seed Dispersal by Birds in An Experimentally Fragmented Landscape,Ecology,
ACCVQIR9,NO,2000,"Theuerkauf, J.; Waitkuwait, W. E.; Guiro, Y.; Ellenberg, H.; Porembski, S.","Diet of Forest Elephants and Their Role in Seed Dispersal in the Bossematie Forest Reserve, Ivory Coast",Mammalia,10.1515/mamm.2000.64.4.447
M5CUBEJ2,NO,2015,"Thel, T. N.; Teixeira, P. H. R.; Lyra-Neves, R. M.; Telino-Junior, W. R.; Ferreira, J. M. R.; Azevedo-Junior, S. M.","Aspects of the Ecology of Penelope Superciliaris Temminck, 1815 (aves: Cracidae) in the Araripe National Forest, Ceara, Brazil",Brazilian Journal of Biology,10.1590/1519-6984.07314
XZPMWBWD,NO,2014,"Terborgh, John; Zhu, Kai; Alvarez-Loayza, Patricia; Cornejo Valverde, Fernando",How Many Seeds Does It Take To Make A Sapling?,Ecology,10.1890/13-0764.1
ESCQJ5PA,NO,2008,"Terborgh, John; Nunez-Iturri, Gabriela; Pitman, Nigel C. A.; Valverde, Fernando H. Cornejo; Alvarez, Patricia; Swamy, Varun; Pringle, Elizabeth G.; Paine, C. E. Timothy",Tree Recruitment in An Empty Forest,Ecology,10.1890/07-0479.1
PDCT33UD,NO,2011,"Terborgh, John; Alvarez-Loayza, Patricia; Dexter, Kyle; Cornejo, Fernando; Carrasco, Cecilia",Decomposing Dispersal Limitation: Limits On Fecundity Or Seed Distribution?,Journal of Ecology,10.1111/j.1365-2745.2011.01836.x
F2UGSKDM,NO,1994,"Terborgh, J.; Wright, SJ",Effects of Mammalian Herbivores On Plant Recruitment in 2 Neotropical Forests,Ecology,10.2307/1939641
RZTE6HTJ,NO,2011,"Teixeira de Moraes, Mario Luiz; Sebbenn, Alexandre Magno",Pollen Dispersal Between Isolated Trees in the Brazilian Savannah: A Case Study of the Neotropical Tree Hymenaea Stigonocarpa,Biotropica,10.1111/j.1744-7429.2010.00679.x
EDXDMQQB,NO,2014,"Taylor, Benton; Ickes, Kalan; DeWalt, Saara J.",Seed Removal by An Introduced Scatter-hoarder On A Caribbean Island,Caribbean Journal of Science,
PMT6BXGT,NO,2003,"Tabarelli, M.; Vicente, A.; Barbosa, D. C. A.",Variation of Seed Dispersal Spectrum of Woody Plants Across A Rainfall Gradient in North-eastern Brazil,Journal of Arid Environments,10.1006/jare.2002.1038
AKVT5I32,NO,2006,"Strong, Joel N.; Fragoso, Jose M. V.",Seed Dispersal by Geochelone Carbonaria and Geochelone Denticulata in Northwestern Brazil,Biotropica,10.1111/j.1744-7429.2006.00185.x
VXCKPZHS,NO,2015,"Stournaras, Kalliope E.; Prum, Richard O.; Schaefer, H. Martin",Fruit Advertisement Strategies in Two Neotropical Plant-seed Disperser Markets,Evolutionary Ecology,10.1007/s10682-015-9766-7
97W3GRUM,NO,2007,"Stoner, Kathryn E.; Riba-Hernandez, Pablo; Vulinec, Kevina; Lambert, Joanna E.",The Role of Mammals in Creating and Modifying Seedshadows in Tropical Forests and Some Possible Consequences of Their Elimination,Biotropica,10.1111/j.1744-7429.2007.00292.x
J7KC4D4D,NO,1993,"Stiles, EW",The Influence of Pulp Lipids On Fruit Preference by Birds,Vegetatio,
UTHMKG8R,NO,2005,"Stevenson, P. R.; Pineda, M.; Samper, T.","Influence of Seed Size On Dispersal Patterns of Woolly Monkeys (lagothrix Lagothricha) at Tinigua Park, Colombia",Oikos,10.1111/j.0030-1299.2005.12898.x
ZEMUDBAE,NO,2005,"Stevenson, P. R.; Link, A.; Ramirez, B. H.","Frugivory and Seed Fate in Bursera Inversa (burseraceae) at Tinigua Park, Colombia: Implications for  Primate Conservation",Biotropica,10.1111/j.1744-7429.2005.00057.x
6RU9WUQS,NO,2008,"Stevenson, P. R.; Aldana, A. M.","Potential Effects of Ateline Extinction and Forest Fragmentation On Plant Diversity and Composition in the Western Orinoco Basin, Colombia",International Journal of Primatology,10.1007/s10764-007-9177-x
XHQUK3VF,NO,2011,"Stevenson, Pablo R.",The Abundance of Large Ateline Monkeys Is Positively Associated With the Diversity of Plants Regenerating in Neotropical Forests,Biotropica,10.1111/j.1744-7429.2010.00708.x
NN75JFUU,NO,2007,"Stevenson, Pablo R.",A Test of the Escape and Colonization Hypotheses for  Zoochorous Tree Species in A Western Amazonian Forest,Plant Ecology,10.1007/s11258-006-9205-5
XXQ3P8F9,NO,2014,"Stevenson, Pablo R.; Link, Andres; Onshuus, Alf; Quiroz, Adolfo J.; Velasco, Mauricio",Estimation of Seed Shadows Generated by Andean Woolly Monkeys (lagothrix Lagothricha Lugens),International Journal of Primatology,10.1007/s10764-014-9795-z
ISQ8R6ZQ,NO,2010,"Stevenson, Pablo R.; Guzman-Caro, Diana C.",Nutrient Transport Within and Between Habitats Through Seed Dispersal Processes by Woolly Monkeys in North-western Amazonia,American Journal of Primatology,10.1002/ajp.20852
6CRS4KM4,NO,2004,"Stauffer, D. J.; Smith, T. B.",Breeding and Nest Site Characteristics of the Black-casqued Hornbill Ceratogymna Atrata and White-thighed Hornbill Ceratogymna Cylindricus in South-central Cameroon,Ostrich,10.2989/00306520409485418
A2XQZNSM,NO,2001,"Stacy, E. A.",Cross-fertility in Two Tropical Tree Species: Evidence of Inbreeding Depression Within Populations and Genetic Divergence Among Populations,American Journal of Botany,10.2307/2657086
UZ6N87TW,NO,1991,"Soriano, PJ; Sosa, M.; Rossell, O.","Feeding-habits of Glossophaga-longirostris Miller (chiroptera, Phyllostomidae) in An Arid Zone of the Venezuelan, Andes",Revista De Biologia Tropical,
RIVSDJ69,NO,2002,"Slater, K.; du Toit, J. T.",Seed Dispersal by Chacma Baboons and Syntopic Ungulates in Southern African Savannas,South African Journal of Wildlife Research,
V2UX68ZR,NO,2011,"Silveira, Mauricio; Trevelin, Leonardo; Port-Carvalho, Marcio; Godoi, Simone; Mandetta, Elizabeth Neuenhaus; Cruz-Neto, Ariovaldo P.",Frugivory by Phyllostomid Bats (mammalia: Chiroptera) in A Restored Area in Southeast Brazil,Acta Oecologica-International Journal of Ecology,10.1016/j.actao.2010.11.003
PUN3I32T,NO,2011,"Silva, Adriano M.; de Melo, Celine",Frugivory and Seed Dispersal by the Helmeted Manakin (antilophia Galeata) in Forests of Brazilian Cerrado,Ornitologia Neotropical,
BGUNGE9G,NO,2006,"Shiponeni, Ndafuda N.; Milton, Suzanne J.",Seed Dispersal in the Dung of Large Herbivores: Implications for  Restoration of Renosterveld Shrubland Old Fields,Biodiversity and Conservation,10.1007/s10531-005-6317-5
EBJSP7X4,NO,1999,"Shilton, L. A.; Altringham, J. D.; Compton, S. G.; Whittaker, R. J.",Old World Fruit Bats Can Be Long-distance Seed Dispersers Through Extended Retention of Viable Seeds in the Gut,Proceedings of the Royal Society B-Biological Sciences,
CV82SXKG,NO,1998,"Shepherd, V. E.; Chapman, C. A.",Dung Beetles As Secondary Seed Dispersers: Impact On Seed Predation and Germination,Journal of Tropical Ecology,10.1017/S0266467498000169
CG8N5GNR,NO,2012,"Shen, Zhen; Guo, Shuhua; Yang, Yueqin; Yi, Xianfeng",Decrease of Large-bodied Dispersers Limits Recruitment of Large-seeded Trees But Benefits Small-seeded Trees,Israel Journal of Ecology & Evolution,10.1560/IJEE.58.1.53
JEBAWWTF,NO,2013,"Sheldon, Kimberly S.; Nadkarni, Nalini M.",Spatial and Temporal Variation of Seed Rain in the Canopy and On the Ground of A Tropical Cloud Forest,Biotropica,10.1111/btp.12043
CG78ZJJX,NO,2013,"Shaffer, Christopher A.",Ecological Correlates of Ranging Behavior in Bearded Sakis (chiropotes Sagulatus) in A Continuous Forest in Guyana,International Journal of Primatology,10.1007/s10764-013-9682-z
VJ4ZID39,NO,2013,"Seltzer, Carrie E.; Ndangalasi, Henry J.; Cordeiro, Norbert J.",Seed Dispersal in the Dark: Shedding Light On the Role of Fruit Bats in Africa,Biotropica,10.1111/btp.12029
8UAEP8WT,NO,2006,"Seidler, Tristram G.; Plotkin, Joshua B.",Seed Dispersal and Spatial Pattern in Tropical Trees,Plos Biology,10.1371/journal.pbio.0040344
PRERWFU4,NO,2011,"Schleuning, Matthias; Bluethgen, Nico; Floerchinger, Martina; Braun, Julius; Schaefer, H. Martin; Boehning-Gaese, Katrin",Specialization and Interaction Strength in A Tropical Plant-frugivore Network Differ Among Forest Strata,Ecology,10.1890/09-1842.1
QPHGKJM3,NO,2011,"Schleicher, Jana; Meyer, Katrin M.; Wiegand, Kerstin; Schurr, Frank M.; Ward, David",Disentangling Facilitation and Seed Dispersal From Environmental Heterogeneity As Mechanisms Generating Associations Between Savanna Plants,Journal of Vegetation Science,10.1111/j.1654-1103.2011.01310.x
M9AGR6HB,NO,2013,"Santana, Flavia Delgado; Cazetta, Eliana; Charles Delabie, Jacques Hubert","Interactions Between Ants and Non-myrmecochorous Diaspores in A Tropical Wet Forest in Southern Bahia, Brazil",Journal of Tropical Ecology,10.1017/S0266467412000715
3V9ZI798,NO,2012,"Sanchez, Mariano S.; Giannini, Norberto P.; Barquez, Ruben M.",Bat Frugivory in Two Subtropical Rain Forests of Northern Argentina: Testing Hypotheses of Fruit Selection in the Neotropics,Mammalian Biology,10.1016/j.mambio.2011.06.002
RX9E7EXP,NO,2014,"Saldana-Vazquez, Romeo A.",Intrinsic and Extrinsic Factors Affecting Dietary Specialization in Neotropical Frugivorous Bats,Mammal Review,10.1111/mam.12024
27MPCK3C,NO,2015,"Saldana-Vazquez, Romeo A.; Ruiz-Sanchez, Eduardo; Herrera-Alsina, Leonel; Schondube, Jorge E.",Digestive Capacity Predicts Diet Diversity in Neotropical Frugivorous Bats,Journal of Animal Ecology,10.1111/1365-2656.12383
JGU2FJJ6,NO,2012,"Salazar, Ana; Goldstein, Guillermo; Franco, Augusto C.; Miralles-Wilhelm, Fernando",Seed Limitation of Woody Plants in Neotropical Savannas,Plant Ecology,10.1007/s11258-011-9973-4
7BP5XDZM,NO,2011,"Salazar, Ana; Goldstein, Guillermo; Franco, Augusto C.; Miralles-Wilhelm, Fernando","Timing of Seed Dispersal and Dormancy, Rather Than Persistent Soil Seed-banks, Control Seedling Recruitment of Woody Plants in Neotropical Savannas",Seed Science Research,10.1017/S0960258510000413
CCAZ5EIK,NO,2015,"Sahley, Catherine Teresa; Cervantes, Klauss; Pacheco, Victor; Salas, Edith; Paredes, Diego; Alonso, Alfonso",Diet of A Sigmodontine Rodent Assemblage in A Peruvian Montane Forest,Journal of Mammalogy,10.1093/jmammal/gyv112
6B8H8Z4T,NO,2014,"Sagot, Maria; Phillips, Caleb D.; Stevens, Richard D.; Baker, Robert J.",Development and Characterization of Seventeen Microsatellite Loci for  the Peter's Tent-roosting Bat (uroderma Bilobatum),Conservation Genetics Resources,10.1007/s12686-013-0011-9
KMP7DJII,NO,2013,"Rusch, U. D.; Midgley, J. J.; Anderson, B.",Rodent Consumption and Caching Behaviour Selects for  Specific Seed Traits,South African Journal of Botany,10.1016/j.sajb.2012.09.007
IDWCX7G2,NO,2005,"Royo, A. A.; Carson, W. P.",The Herb Community of A Tropical Forest in Central Panama: Dynamics and Impact of Mammalian Herbivores,Oecologia,10.1007/s00442-005-0079-3
7EM6AWD5,NO,2014,"Rosin, Cooper",Does Hunting Threaten Timber Regeneration in Selectively Logged Tropical Forests?,Forest Ecology and Management,10.1016/j.foreco.2014.08.001
JHJE59I3,NO,2001,"Roldan, A. I.; Simonetti, J. A.",Plant-mammal Interactions in Tropical Bolivian Forests With Different Hunting Pressures,Conservation Biology,10.1046/j.1523-1739.2001.015003617.x
53RF2PT5,NO,2014,"Ripperger, Simon P.; Heymann, Eckhard W.; Tschapka, Marco; Kalko, Elisabeth K. V.",Fruit Characteristics Associated With Fruit Preferences in Frugivorous Bats and Saddle-back Tamarins in Peru,Ecotropica,
MKXCBREV,NO,2006,"Richter, H. V.; Cumming, G. S.",Food Availability and Annual Migration of the Straw-colored Fruit Bat (eidolon Helvum),Journal of Zoology,10.1111/j.1469-7998.2005.00020.x
